Period,Fund name,ABN,Merger,Merged,Acquirer,Fund type,25,34,44,49,54,59,64,69,74,84,85%,1000,24999,49000,99999,199999,499999,999999,1000000,cash,fi,equity,prop,infra,comm,Other,NtOuRt,1YrRet,TtlAst
2016,The State Bank Supersafe Approved Deposit Fund,30152006147,0,0,0,Retail,0.0,0.0,0.0,0.0,0.19,0.38,0.4,0.0,0.0,0.0,0.0,0.11,0.75,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,14133
2016,The Super Money Eligible Rollover Fund (SMERF),94334023289,0,0,0,Retail - ERF,0.0,0.11,0.37,0.19,0.14,0.09,0.04,0.02,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.32,0.31,0.06,0.0,0.0,0.02,23.899,0.024,56738
2016,The Towers Watson Superannuation Fund,93268215348,0,0,0,Retail,0.0,0.09,0.23,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.17,0.11,0.0,0.16,0.11,0.0,0.0,0.09,0.32,0.42,0.05,0.0,0.02,0.1,1.119,0.007,32580
2016,The Transport Industry Superannuation Fund,68564370287,0,0,0,Industry,0.01,0.07,0.2,0.18,0.2,0.17,0.11,0.05,0.02,0.0,0.0,0.36,0.39,0.1,0.11,0.0,0.0,0.0,0.0,0.15,0.38,0.41,0.02,0.01,0.0,0.04,1.193,0.002,114380
2016,The Universal Super Scheme,44928361101,0,0,0,Retail,0.01,0.07,0.16,0.11,0.12,0.13,0.14,0.12,0.08,0.05,0.0,0.27,0.38,0.12,0.11,0.07,0.04,0.01,0.0,0.15,0.22,0.54,0.05,0.01,0.0,0.02,1.05,0.006,45801081
2016,The University of Adelaide Superannuation Scheme A 1985,94615635536,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,The University of Wollongong Professorial Superannuation Scheme,68672265781,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,Tidswell Master Superannuation Plan,34300938877,0,0,0,Retail,0.0,0.01,0.05,0.07,0.09,0.13,0.17,0.18,0.17,0.1,0.0,0.0,0.22,0.17,0.26,0.18,0.13,0.02,0.0,0.13,0.28,0.49,0.08,0.0,0.01,0.02,1.843,0.016,205836
2016,Toyota Super,58208377062,0,0,0,Corporate,0.0,0.03,0.2,0.18,0.21,0.19,0.15,0.03,0.0,0.0,0.0,0.01,0.21,0.1,0.18,0.24,0.21,0.04,0.01,0.14,0.17,0.54,0.08,0.01,0.0,0.06,0.068,0.016,878379
2016,TWU Superannuation Fund,77343563307,0,0,0,Industry,0.01,0.07,0.19,0.15,0.18,0.17,0.13,0.07,0.02,0.0,0.0,0.16,0.46,0.13,0.15,0.09,0.01,0.0,0.0,0.08,0.16,0.5,0.1,0.09,0.0,0.07,0.824,0.028,4452298
2016,Ultimate Superannuation Fund,97900294767,0,0,0,Retail,0.0,0.0,0.05,0.04,0.06,0.11,0.22,0.28,0.15,0.09,0.0,0.0,0.07,0.11,0.18,0.27,0.26,0.08,0.0,0.12,0.24,0.49,0.08,0.0,0.0,0.07,0.329,0.016,254909
2016,Unisuper,91385943850,0,0,0,Industry,0.0,0.04,0.14,0.11,0.14,0.17,0.16,0.13,0.07,0.04,0.0,0.2,0.3,0.09,0.11,0.11,0.12,0.05,0.02,0.11,0.16,0.4,0.15,0.18,0.0,0.01,0.554,0.076,56645511
2016,United Technologies Corporation Retirement Plan,33227241196,0,0,0,Retail,0.0,0.03,0.13,0.12,0.17,0.22,0.14,0.09,0.05,0.0,0.0,0.0,0.4,0.12,0.13,0.14,0.16,0.04,0.0,0.09,0.36,0.35,0.11,0.0,0.0,0.1,2.283,0.014,301922
2016,Victorian Superannuation Fund,85977964496,0,0,0,Public Sector,0.0,0.08,0.19,0.1,0.1,0.14,0.17,0.13,0.06,0.02,0.0,0.12,0.34,0.16,0.19,0.12,0.05,0.01,0.0,0.11,0.15,0.66,0.04,0.04,0.0,0.0,0.555,0.02,16655143
2016,Virgin Superannuation,88436608094,0,1,Mercer Super Trust,Retail,0.01,0.18,0.4,0.17,0.11,0.07,0.03,0.02,0.0,0.0,0.0,0.29,0.41,0.13,0.11,0.05,0.0,0.0,0.0,0.08,0.16,0.63,0.14,0.0,0.0,0.0,1.293,0.032,548580
2016,WA Local Government Superannuation Plan,18159499614,0,0,0,Public Sector,0.01,0.07,0.15,0.12,0.15,0.17,0.17,0.11,0.05,0.0,0.0,0.14,0.39,0.13,0.15,0.11,0.07,0.01,0.0,0.13,0.24,0.49,0.05,0.09,0.0,0.0,0.684,0.028,2627413
2016,Water Corporation Superannuation Plan,16095780345,0,0,0,Corporate,0.0,0.09,0.2,0.12,0.15,0.2,0.14,0.07,0.0,0.0,0.0,0.04,0.18,0.14,0.21,0.24,0.17,0.0,0.0,0.22,0.21,0.54,0.01,0.02,0.0,0.0,0.694,0.016,453908
2016,Wealth Personal Superannuation and Pension Fund,92381911598,0,0,0,Retail,0.02,0.03,0.07,0.06,0.08,0.14,0.21,0.21,0.12,0.07,0.0,0.22,0.18,0.11,0.16,0.15,0.13,0.04,0.01,0.19,0.19,0.51,0.07,0.01,0.0,0.03,0.489,0.014,29662571
2016,Westpac Mastertrust - Superannuation Division,81236903448,0,0,0,Retail,0.02,0.15,0.25,0.14,0.14,0.12,0.08,0.04,0.03,0.04,0.0,0.21,0.54,0.12,0.09,0.04,0.01,0.0,0.0,0.09,0.14,0.58,0.07,0.0,0.0,0.12,1.244,0.007,5796699
2016,Westpac Personal Superannuation Fund,36369876939,0,0,0,Retail,0.0,0.0,0.04,0.13,0.2,0.24,0.21,0.1,0.04,0.0,0.0,0.73,0.14,0.05,0.05,0.02,0.01,0.0,0.0,0.19,0.14,0.52,0.05,0.0,0.0,0.11,2.221,0.01,407554
2016,Worsley Alumina Superannuation Fund,51469547458,0,0,0,Retail,0.01,0.11,0.28,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.19,0.29,0.27,0.05,0.0,0.16,0.24,0.47,0.04,0.08,0.0,0.0,2.768,0.02,242227
2016,Zurich Master Superannuation Fund,33632838393,0,0,0,Retail,0.0,0.01,0.08,0.12,0.2,0.22,0.17,0.09,0.05,0.05,0.01,0.44,0.25,0.11,0.11,0.06,0.02,0.0,0.0,0.08,0.3,0.53,0.05,0.03,0.0,0.0,1.808,0.002,1182815
2015,Advance Retirement Suite,95068282166,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,Alcoa of Australia Retirement Plan,80928800255,0,0,0,Corporate,0.0,0.02,0.11,0.12,0.22,0.24,0.16,0.08,0.03,0.0,0.0,0.01,0.09,0.06,0.11,0.19,0.34,0.17,0.03,0.1,0.3,0.49,0.06,0.05,0.0,0.0,1.685,0.076,2017035
2015,AMG Super,30099320583,0,0,0,Retail,0.0,0.08,0.17,0.1,0.1,0.13,0.15,0.13,0.08,0.0,0.0,0.17,0.46,0.1,0.13,0.08,0.05,0.01,0.0,0.21,0.05,0.7,0.03,0.0,0.0,0.01,0.395,0.045,434507
2015,AMP Eligible Rollover Fund,32931224407,0,0,0,Retail - ERF,0.0,0.07,0.32,0.2,0.16,0.12,0.08,0.04,0.01,0.0,0.0,0.75,0.22,0.01,0.01,0.0,0.0,0.0,0.0,0.55,0.3,0.08,0.04,0.01,0.0,0.02,1.608,0.029,1682714
2015,AMP Retirement Trust,73310248809,0,0,0,Retail,0.0,0.04,0.1,0.07,0.08,0.16,0.23,0.21,0.07,0.03,0.0,0.38,0.26,0.08,0.11,0.09,0.06,0.01,0.0,0.2,0.17,0.45,0.07,0.01,0.0,0.1,0.687,0.086,15305789
2015,AMP Super Fund,78421957449,0,0,0,Retail,0.01,0.11,0.25,0.15,0.16,0.14,0.1,0.05,0.02,0.01,0.0,0.47,0.42,0.05,0.04,0.01,0.0,0.0,0.0,0.19,0.24,0.48,0.08,0.0,0.0,0.01,2.053,0.065,3899701
2015,AMP Superannuation Savings Trust,76514770399,0,0,0,Retail,0.01,0.08,0.19,0.13,0.15,0.12,0.09,0.05,0.04,0.02,0.0,0.38,0.39,0.08,0.07,0.03,0.01,0.0,0.03,0.13,0.17,0.53,0.09,0.01,0.0,0.07,1.51,0.094,53725457
2015,Aon Eligible Rollover Fund,54338733881,0,0,0,Retail - ERF,0.03,0.21,0.4,0.16,0.11,0.06,0.03,0.01,0.0,0.0,0.0,0.55,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.66,0.31,0.02,0.0,0.0,0.0,2.103,0.037,69464
2015,Aracon Superannuation Fund,40586548205,0,0,0,Retail,0.0,0.0,0.01,0.01,0.03,0.08,0.22,0.28,0.17,0.0,0.2,0.03,0.16,0.07,0.12,0.21,0.23,0.11,0.05,0.6,0.03,0.32,0.0,0.03,0.0,0.02,0.491,0.06,269636
2015,ASGARD Independence Plan Division Four,47948096909,0,0,0,Retail,0.0,0.0,0.01,0.08,0.21,0.21,0.31,0.11,0.0,0.0,0.0,0.13,0.55,0.13,0.1,0.06,0.0,0.0,0.0,0.28,0.19,0.43,0.05,0.01,0.0,0.04,65.507,0.059,21819
2015,ASGARD Independence Plan Division Two,90194410365,0,0,0,Retail,0.0,0.04,0.1,0.07,0.09,0.13,0.18,0.19,0.12,0.07,0.0,0.47,0.22,0.06,0.08,0.08,0.07,0.02,0.0,0.09,0.27,0.46,0.07,0.01,0.01,0.09,0.821,0.063,21030929
2015,Australia Post Superannuation Scheme,42045077895,0,0,0,Public Sector,0.0,0.02,0.11,0.14,0.23,0.24,0.17,0.07,0.02,0.0,0.0,0.02,0.12,0.15,0.19,0.22,0.24,0.05,0.0,0.31,0.07,0.5,0.11,0.0,0.0,0.0,2.249,0.101,7662422
2015,Australian Catholic Superannuation and Retirement Fund,24680629023,0,0,0,Industry,0.0,0.06,0.13,0.1,0.14,0.2,0.18,0.13,0.05,0.01,0.0,0.17,0.32,0.14,0.16,0.11,0.08,0.02,0.0,0.27,0.12,0.41,0.06,0.05,0.0,0.1,0.622,0.092,7027642
2015,Australian Eligible Rollover Fund,81932639940,0,0,0,Retail - ERF,0.01,0.09,0.34,0.2,0.15,0.11,0.07,0.02,0.01,0.0,0.0,0.75,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.19,0.53,0.23,0.01,0.0,0.0,0.04,3.598,0.035,862106
2015,Australian Ethical Retail Superannuation Fund,49633667743,0,0,0,Retail,0.01,0.13,0.29,0.14,0.14,0.12,0.09,0.06,0.02,0.0,0.0,0.21,0.4,0.16,0.13,0.06,0.02,0.0,0.0,0.09,0.2,0.65,0.06,0.0,0.0,0.0,0.225,0.099,790143
2015,Australian Meat Industry Superannuation Trust,28342064803,0,0,0,Industry,0.03,0.16,0.27,0.14,0.14,0.11,0.09,0.05,0.01,0.0,0.0,0.19,0.54,0.13,0.09,0.04,0.01,0.0,0.0,0.16,0.17,0.47,0.13,0.07,0.0,0.0,0.566,0.08,1798926
2015,Australian Retirement Trust,60905115063,0,0,0,Public Sector,0.0,0.07,0.16,0.13,0.16,0.18,0.16,0.1,0.04,0.01,0.0,0.1,0.27,0.1,0.15,0.17,0.15,0.05,0.01,0.24,0.19,0.34,0.08,0.09,0.0,0.06,0.6,0.096,59679305
2015,AustralianSuper,65714394898,0,0,0,Industry,0.01,0.11,0.21,0.13,0.15,0.15,0.13,0.08,0.03,0.01,0.0,0.15,0.49,0.13,0.12,0.08,0.03,0.01,0.0,0.08,0.16,0.56,0.09,0.1,0.0,0.0,0.533,0.103,94802650
2015,Australia's Unclaimed Super Fund,85945681973,0,0,0,Retail - ERF,0.03,0.21,0.3,0.15,0.13,0.09,0.05,0.02,0.01,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.38,0.49,0.02,0.0,0.0,0.0,1.787,0.064,529607
2015,Austsafe Superannuation Fund,92398191503,0,0,0,Industry,0.03,0.15,0.22,0.12,0.13,0.12,0.1,0.07,0.03,0.02,0.0,0.49,0.37,0.06,0.05,0.02,0.0,0.0,0.0,0.09,0.15,0.55,0.07,0.09,0.0,0.05,0.793,0.104,2095529
2015,Avanteos Superannuation Trust,38876896681,0,0,0,Retail,0.0,0.01,0.04,0.04,0.07,0.14,0.22,0.24,0.15,0.1,0.0,0.05,0.13,0.09,0.15,0.19,0.25,0.1,0.03,0.16,0.26,0.51,0.05,0.01,0.0,0.02,0.735,0.069,6120190
2015,AvSuper Fund,84421446069,0,0,0,Public Sector,0.0,0.04,0.14,0.12,0.21,0.21,0.17,0.08,0.02,0.0,0.0,0.01,0.17,0.11,0.17,0.18,0.19,0.13,0.03,0.08,0.27,0.46,0.09,0.05,0.0,0.05,0.532,0.074,1950094
2015,AvWrap Retirement Service,82004832237,0,0,0,Retail,0.0,0.0,0.03,0.03,0.05,0.15,0.22,0.22,0.2,0.11,0.0,0.03,0.11,0.05,0.13,0.2,0.3,0.13,0.04,0.2,0.21,0.5,0.07,0.01,0.0,0.02,0.69,0.075,367487
2015,Aware Super,53226460365,0,0,0,Public Sector,0.0,0.08,0.21,0.13,0.15,0.17,0.14,0.08,0.03,0.01,0.0,0.08,0.36,0.15,0.18,0.16,0.06,0.01,0.0,0.11,0.24,0.56,0.06,0.02,0.0,0.01,0.585,0.09,53871514
2015,Beacon Superannuation Plan,68927906102,0,0,0,Retail,0.0,0.0,0.06,0.07,0.18,0.12,0.11,0.09,0.12,0.22,0.0,0.23,0.27,0.15,0.16,0.11,0.0,0.0,0.0,0.21,0.09,0.45,0.07,0.01,0.0,0.17,8.816,0.079,35337
2015,Betros Bros Superannuation Fund No 2,36338171504,0,0,0,Corporate,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.34,0.35,0.0,0.0,0.0,0.757,0.065,11672
2015,BHP Billiton Superannuation Fund,30187082512,0,0,0,Retail,0.0,0.09,0.2,0.14,0.17,0.17,0.11,0.07,0.03,0.01,0.0,0.02,0.21,0.16,0.2,0.18,0.15,0.05,0.02,0.15,0.28,0.51,0.05,0.01,0.0,0.0,1.249,0.09,3768158
2015,Bluescope Steel Superannuation Fund,42459430081,0,0,0,Retail,0.0,0.02,0.17,0.18,0.25,0.24,0.1,0.03,0.0,0.0,0.0,0.02,0.18,0.09,0.12,0.16,0.27,0.14,0.02,0.12,0.25,0.57,0.06,0.0,0.0,0.0,2.204,0.081,1813150
2015,Boc Gases Superannuation Fund,49620344668,0,0,0,Corporate,0.0,0.05,0.15,0.13,0.19,0.18,0.16,0.07,0.05,0.0,0.0,0.01,0.18,0.15,0.19,0.21,0.18,0.06,0.02,0.16,0.18,0.45,0.11,0.05,0.0,0.04,1.436,0.089,650791
2015,BT Classic Lifetime,68324870141,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,BT Lifetime Super,83953436008,0,0,0,Retail,0.0,0.03,0.21,0.18,0.19,0.15,0.09,0.05,0.03,0.05,0.01,0.03,0.54,0.18,0.14,0.08,0.03,0.0,0.0,0.1,0.18,0.55,0.08,0.0,0.0,0.08,3.018,0.086,2246490
2015,BT Lifetime Super - Employer Plan,65890046105,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,BT Superannuation Savings Fund,83835373437,0,0,0,Retail,0.0,0.0,0.0,0.17,0.2,0.12,0.2,0.16,0.03,0.0,0.0,0.28,0.58,0.07,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993,0.012,10071
2015,Building Unions Superannuation Scheme (Queensland),85571332201,0,0,0,Industry,0.02,0.16,0.26,0.13,0.14,0.12,0.09,0.05,0.02,0.01,0.0,0.14,0.48,0.14,0.13,0.08,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.98,0.667,0.095,3443631
2015,Care Super,98172275725,0,0,0,Industry,0.01,0.1,0.23,0.14,0.15,0.14,0.12,0.07,0.03,0.01,0.0,0.14,0.49,0.13,0.13,0.08,0.03,0.0,0.0,0.12,0.15,0.5,0.12,0.06,0.0,0.05,0.618,0.099,12438856
2015,Challenger Retirement Fund,87883998803,0,0,0,Retail,0.0,0.0,0.01,0.0,0.02,0.1,0.25,0.29,0.15,0.16,0.02,0.0,0.15,0.13,0.19,0.24,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.24,0.044,985473
2015,Christian Super,66628776348,0,0,0,Industry,0.01,0.09,0.2,0.12,0.14,0.17,0.15,0.08,0.03,0.0,0.0,0.16,0.42,0.16,0.14,0.09,0.03,0.0,0.0,0.08,0.29,0.49,0.09,0.04,0.01,0.0,0.38,0.076,1088675
2015,ClearView Retirement Plan,45828721007,0,0,0,Retail,0.0,0.0,0.03,0.04,0.07,0.09,0.14,0.24,0.23,0.12,0.03,0.43,0.16,0.1,0.12,0.1,0.07,0.01,0.0,0.22,0.3,0.27,0.03,0.18,0.0,0.0,0.745,0.08,1571747
2015,Clough Superannuation Fund,35928965250,0,0,0,Corporate,0.0,0.08,0.18,0.12,0.12,0.15,0.15,0.13,0.0,0.0,0.0,0.0,0.29,0.19,0.2,0.17,0.1,0.03,0.0,0.2,0.11,0.67,0.02,0.0,0.0,0.0,0.748,0.094,243508
2015,Club Plus Superannuation Scheme,95275115088,0,0,0,Industry,0.02,0.13,0.21,0.12,0.15,0.15,0.12,0.07,0.02,0.0,0.0,0.25,0.52,0.1,0.09,0.04,0.01,0.0,0.0,0.16,0.19,0.46,0.12,0.07,0.0,0.0,0.741,0.078,2330888
2015,Club Super,12737334298,0,0,0,Industry,0.04,0.15,0.23,0.13,0.16,0.13,0.11,0.05,0.01,0.0,0.0,0.28,0.54,0.09,0.06,0.02,0.0,0.0,0.0,0.06,0.16,0.55,0.11,0.09,0.0,0.03,0.76,0.086,483382
2015,Colonial First State FirstChoice Superannuation Trust,26458298557,0,0,0,Retail,0.0,0.05,0.11,0.07,0.09,0.13,0.19,0.19,0.11,0.06,0.0,0.14,0.33,0.13,0.15,0.13,0.09,0.02,0.0,0.17,0.25,0.44,0.05,0.03,0.0,0.06,0.816,0.074,64883687
2015,Colonial First State Rollover & Superannuation Fund,88854638840,0,0,0,Retail,0.0,0.01,0.14,0.16,0.19,0.16,0.11,0.06,0.05,0.09,0.01,0.02,0.32,0.23,0.24,0.14,0.05,0.0,0.0,0.18,0.12,0.66,0.04,0.01,0.0,0.0,4.131,0.073,3018334
2015,CommInsure Corporate Insurance Superannuation Trust,49968181565,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,11
2015,Commonwealth Bank Group Super,24248426878,0,0,0,Corporate,0.0,0.08,0.19,0.14,0.14,0.14,0.09,0.07,0.04,0.06,0.0,0.03,0.34,0.16,0.17,0.13,0.11,0.04,0.01,0.04,0.45,0.39,0.07,0.04,0.0,0.01,0.917,0.073,9726858
2015,Commonwealth Essential Super,56601925435,0,0,0,Retail,0.07,0.37,0.25,0.09,0.08,0.06,0.04,0.03,0.01,0.0,0.0,0.48,0.43,0.05,0.03,0.01,0.0,0.0,0.0,0.17,0.15,0.55,0.06,0.06,0.0,0.0,0.115,0.052,1039964
2015,Concept One The Industry Superannuation Fund,21059451252,0,0,0,Industry,0.03,0.18,0.25,0.14,0.14,0.13,0.09,0.04,0.01,0.0,0.0,0.37,0.47,0.07,0.05,0.02,0.0,0.0,0.0,0.18,0.25,0.49,0.02,0.05,0.0,0.01,0.929,0.081,460082
2015,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,0,0,0,Industry,0.02,0.16,0.25,0.14,0.15,0.13,0.09,0.05,0.01,0.0,0.0,0.12,0.47,0.14,0.14,0.09,0.03,0.0,0.0,0.11,0.11,0.53,0.11,0.1,0.0,0.04,0.567,0.098,31752733
2015,Crescent Wealth Superannuation Fund,71302958449,0,0,0,Retail,0.03,0.35,0.39,0.12,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.3,0.42,0.14,0.1,0.03,0.0,0.0,0.0,0.27,0.0,0.36,0.22,0.01,0.0,0.14,0.059,0.07,77683
2015,Crown Employees (NSW Fire Brigades Firefighting Staff Death & Disability) Superannuation Fund,60532453567,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.126,-0.797,2270
2015,CSS Fund,19415776361,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.49,0.1,0.01,0.0,0.12,1.188,0.114,3789241
2015,CUBS Superannuation Fund,90120177925,0,0,0,Retail,0.0,0.02,0.06,0.04,0.07,0.17,0.26,0.2,0.0,0.08,0.0,0.17,0.44,0.13,0.12,0.07,0.06,0.0,0.0,0.45,0.3,0.23,0.03,0.0,0.0,0.0,0.197,0.033,56951
2015,DBP Master Superannuation Plan,76718795419,0,0,0,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,Definitive Superannuation Plan,47412936330,0,0,0,Retail,0.0,0.03,0.04,0.05,0.08,0.12,0.19,0.25,0.13,0.1,0.0,0.0,0.0,0.0,0.07,0.19,0.37,0.21,0.09,0.2,0.14,0.57,0.03,0.03,0.0,0.04,2.882,0.06,137742
2015,Deseret Benefit Plan for Australia,58632310300,0,0,0,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,DIY Master Plan,46074281314,0,0,0,Retail,0.0,0.01,0.04,0.0,0.08,0.14,0.19,0.24,0.16,0.09,0.0,0.51,0.11,0.04,0.07,0.1,0.14,0.0,0.0,0.18,0.26,0.43,0.08,0.0,0.0,0.05,0.223,0.071,117067
2015,DPM Retirement Service,40725722496,0,0,0,Retail,0.0,0.0,0.0,0.0,0.05,0.06,0.2,0.21,0.28,0.16,0.0,0.07,0.23,0.1,0.22,0.18,0.16,0.0,0.0,0.28,0.07,0.58,0.04,0.01,0.0,0.02,3.753,0.067,84599
2015,DuluxGroup Employees Superannuation Fund,91132102426,0,0,0,Retail,0.0,0.04,0.14,0.15,0.2,0.22,0.14,0.09,0.0,0.0,0.0,0.07,0.28,0.13,0.16,0.13,0.16,0.0,0.0,0.12,0.19,0.46,0.15,0.01,0.0,0.06,0.728,0.078,286165
2015,Elphinstone Group Superannuation Fund,77408077215,0,0,0,Corporate,0.01,0.09,0.2,0.12,0.13,0.17,0.22,0.0,0.0,0.0,0.0,0.05,0.43,0.16,0.14,0.12,0.08,0.0,0.0,0.08,0.26,0.63,0.03,0.0,0.0,0.0,1.491,0.091,60637
2015,EmPlus Superannuation Fund,18838658991,0,0,0,Retail,0.03,0.35,0.29,0.11,0.09,0.07,0.05,0.01,0.0,0.0,0.0,0.48,0.47,0.03,0.01,0.0,0.0,0.0,0.0,0.12,0.17,0.6,0.07,0.0,0.0,0.04,1.527,0.078,169649
2015,Encircle Superannuation Fund,68486630403,0,0,0,Retail,0.0,0.0,0.01,0.02,0.05,0.15,0.17,0.27,0.16,0.15,0.01,0.03,0.08,0.04,0.08,0.16,0.32,0.19,0.1,0.1,0.34,0.4,0.06,0.0,0.0,0.1,0.583,0.085,853989
2015,Energy Industries Superannuation Scheme-Pool A,22277243559,0,0,0,Public Sector,0.01,0.11,0.2,0.09,0.1,0.11,0.17,0.13,0.06,0.0,0.0,0.05,0.19,0.1,0.19,0.29,0.14,0.04,0.01,0.16,0.33,0.48,0.03,0.01,0.0,0.0,0.418,0.075,2552046
2015,Energy Industries Superannuation Scheme-Pool B,64322090181,0,0,0,Public Sector,0.0,0.0,0.04,0.09,0.2,0.29,0.2,0.1,0.04,0.03,0.0,0.0,0.02,0.03,0.03,0.04,0.28,0.5,0.1,0.13,0.24,0.57,0.05,0.01,0.0,0.0,2.624,0.088,2400030
2015,Energy Super,33761363685,0,0,0,Industry,0.01,0.08,0.16,0.11,0.15,0.18,0.15,0.09,0.05,0.0,0.0,0.14,0.28,0.13,0.17,0.14,0.09,0.04,0.01,0.2,0.13,0.48,0.12,0.06,0.0,0.01,0.718,0.085,6576830
2015,Enterprise Super,32894907884,0,0,0,Retail,0.07,0.26,0.22,0.11,0.12,0.11,0.06,0.03,0.0,0.0,0.0,0.46,0.47,0.04,0.02,0.01,0.0,0.0,0.0,0.13,0.31,0.48,0.06,0.02,0.0,0.0,2.202,0.063,91786
2015,equipsuper,33813823017,0,0,0,Industry,0.0,0.06,0.14,0.13,0.19,0.2,0.16,0.09,0.03,0.0,0.0,0.03,0.37,0.14,0.15,0.12,0.11,0.06,0.02,0.17,0.19,0.51,0.09,0.03,0.0,0.01,1.019,0.094,7217259
2015,EquitySuper,38531644711,0,0,0,Retail,0.02,0.08,0.2,0.16,0.15,0.14,0.13,0.08,0.03,0.02,0.0,0.35,0.43,0.09,0.07,0.04,0.02,0.0,0.0,0.17,0.17,0.59,0.07,0.0,0.0,0.01,1.442,0.1,1071605
2015,Fairbrother Employees Retirement Fund,21787036684,0,0,0,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,Fiducian Superannuation Fund,57929339093,0,0,0,Retail,0.0,0.01,0.04,0.04,0.06,0.12,0.17,0.21,0.17,0.16,0.01,0.1,0.17,0.11,0.18,0.2,0.17,0.06,0.01,0.14,0.13,0.65,0.07,0.0,0.0,0.0,0.872,0.105,883827
2015,Fire and Emergency Services Superannuation Fund,43198502058,0,0,0,Public Sector,0.0,0.03,0.13,0.13,0.2,0.24,0.13,0.09,0.05,0.02,0.0,0.0,0.15,0.1,0.15,0.19,0.25,0.15,0.0,0.18,0.21,0.44,0.15,0.02,0.0,0.0,0.666,0.072,565578
2015,First Quest Retirement Service,96873087231,0,0,0,Retail,0.0,0.03,0.08,0.07,0.11,0.1,0.11,0.11,0.19,0.18,0.02,0.25,0.3,0.15,0.16,0.09,0.04,0.0,0.0,0.19,0.09,0.64,0.06,0.0,0.0,0.02,8.942,0.068,102219
